Dates,Song,Artist
2020-11-14,Weeeeee,Trippie Redd
2020-11-14,Stay Down,"Lil Durk, 6LACK & Young Thug"
2020-11-14,Thick,DJ Chose Feat. BeatKing
2020-11-14,Take You Dancing,Jason Derulo
2020-11-21,What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again"
2020-11-21,Took Her To The O,King Von
2020-11-21,Don't Need Friends,NAV Feat. Lil Baby
2020-11-21,The Code,King Von Feat. Polo G
2020-11-21,Tragic,The Kid LAROI Feat. YoungBoy Never Brok Again & Internet Money
2020-11-21,All These N**gas,King Von Feat. Lil Durk
2020-11-21,Crazy Story 2.0,King Von Feat. Lil Durk
2020-11-21,Always Do,The Kid LAROI
2020-11-21,Young Wheezy,NAV With Gunna
2020-11-21,Beers And Sunshine,Darius Rucker
2020-11-21,Therefore I Am,Billie Eilish
2020-11-21,Whoopty,CJ
2020-11-21,"F*ck You, Goodbye",The Kid LAROI Feat. Machine Gun Kelly
2020-11-28,Drankin N Smokin,Future & Lil Uzi Vert
2020-11-28,Holiday,Lil Nas X
2020-11-28,Stripes Like Burberry,Future & Lil Uzi Vert
2020-11-28,That's It,Future & Lil Uzi Vert
2020-11-28,Real Baby Pluto,Future & Lil Uzi Vert
2020-11-28,Iris,Phoebe & Maggie
2020-11-28,Marni On Me,Future & Lil Uzi Vert
2020-11-28,Million Dollar Play,Future & Lil Uzi Vert
2020-11-28,Sleeping On The Floor,Future & Lil Uzi Vert
2020-11-28,What's Your Country Song,Thomas Rhett
2020-11-28,Plastic,Future & Lil Uzi Vert
2020-11-28,Rockstar Chainz,Future
2020-11-28,Bought A Bad Bitch,Future & Lil Uzi Vert
2020-12-05,Life Goes On,BTS
2020-12-05,Monster,Shawn Mendes & Justin Bieber
2020-12-05,Body,Megan Thee Stallion
2020-12-05,Blue & Grey,BTS
2020-12-05,Stay,BTS
2020-12-05,Somebody's Problem,Morgan Wallen
2020-12-05,Still Goin Down,Morgan Wallen
2020-12-05,Prisoner,Miley Cyrus Feat. Dua Lipa
2020-12-05,Fly To My Room,BTS
2020-12-05,Telepathy,BTS
2020-12-05,Cry Baby,Megan Thee Stallion Feat. DaBaby
2020-12-05,Dis-ease,BTS
2020-12-05,Shots Fired,Megan Thee Stallion
2020-12-05,Livin' The Dream,Morgan Wallen
2020-12-05,Pain Away,Meek Mill Feat. Lil Durk
2020-12-05,Do It On The Tip,Megan Thee Stallion Feat. City Girls & Hot Girl Meg
2020-12-05,Circles,Megan Thee Stallion
2020-12-05,Bichota,Karol G
2020-12-05,Cover Me Up,Morgan Wallen
2020-12-12,La Noche de Anoche,Bad Bunny & Rosalia
2020-12-12,Te Mudaste,Bad Bunny
2020-12-12,Yo Visto Asi,Bad Bunny
2020-12-12,Dicked Down In Dallas,Trey Lewis
2020-12-12,Haciendo Que Me Amas,Bad Bunny
2020-12-12,Te Deseo Lo Mejor,Bad Bunny
2020-12-12,Under The Mistletoe,Kelly Clarkson & Brett Eldredge
2020-12-12,Booker T,Bad Bunny
2020-12-12,El Mundo Es Mio,Bad Bunny
2020-12-12,Hoy Cobre,Bad Bunny
2020-12-12,Rockin' Around The Christmas Tree,Justin Bieber
2020-12-12,Maldita Pobreza,Bad Bunny
2020-12-12,La Droga,Bad Bunny
2020-12-12,Favorite Time Of Year,Carrie Underwood
2020-12-19,On Me,Lil Baby
2020-12-19,Errbody,Lil Baby
2020-12-19,Without You,The Kid LAROI
2020-12-19,Real Shit,Juice WRLD x benny blanco
2020-12-19,Oh Santa!,Mariah Carey Feat. Ariana Grande & Jennifer Hudson
2020-12-19,Take Me Home For Christmas,Dan + Shay
2020-12-19,Hallelujah,Carrie Underwood & John Legend
2020-12-19,Silent Night,Carrie Underwood
2020-12-26,Willow,Taylor Swift
2020-12-26,Champagne Problems,Taylor Swift
2020-12-26,"No Body, No Crime",Taylor Swift Feat. HAIM
2020-12-26,'Tis The Damn Season,Taylor Swift
2020-12-26,Gold Rush,Taylor Swift
2020-12-26,Tequila Shots,Kid Cudi
2020-12-26,Tolerate It,Taylor Swift
2020-12-26,Deck The Halls,Nat King Cole
2020-12-26,She Knows This,Kid Cudi
2020-12-26,Happiness,Taylor Swift
2020-12-26,Show Out,"Kid Cudi, Skepta & Pop Smoke"
2020-12-26,Evermore,Taylor Swift Feat. Bon Iver
2020-12-26,Ivy,Taylor Swift
2020-12-26,Coney Island,Taylor Swift Feat. The National
2020-12-26,Another Day,Kid Cudi
2020-12-26,Dorothea,Taylor Swift
2020-12-26,Long Story Short,Taylor Swift
2020-12-26,Cowboy Like Me,Taylor Swift
2020-12-26,Way Out,Jack Harlow Feat. Big Sean
2020-12-26,Marjorie,Taylor Swift
2020-12-26,Mr. Solo Dolo III,Kid Cudi
2020-12-26,Dive,Kid Cudi
2020-12-26,Closure,Taylor Swift
2020-12-26,Heaven On Earth,Kid Cudi
2020-12-26,Reminds Me Of You,The Kid LAROI & Juice WRLD
2020-12-26,Sad People,Kid Cudi
2020-12-26,Damaged,Kid Cudi
2020-12-26,Beautiful Trip,Kid Cudi
2021-01-02,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters
2021-01-02,This Christmas,Donny Hathaway
2021-01-02,Please Come Home For Christmas,Eagles
2021-01-02,Santa Claus Is Comin' To Town,Jackson 5
2021-01-02,Little Saint Nick,The Beach Boys
2021-01-02,Have Yourself A Merry Little Christmas,Michael Buble
2021-01-02,I'll Be Home For Christmas,Bing Crosby
2021-01-02,Afterglow,Ed Sheeran
2021-01-02,Gnat,Eminem
2021-01-02,The First Noel,Gabby Barrett
2021-01-02,Adderall (Corvette Corvette),Popp Hunna
2021-01-02,Backdoor,Lil Durk
2021-01-02,Moonwalking In Calabasas,DDG
2021-01-09,Good Days,SZA
2021-01-09,Still Trappin',Lil Durk & King Von
2021-01-09,Redman,Lil Durk
2021-01-09,Slay3r,Playboi Carti
2021-01-09,Go2DaMoon,Playboi Carti Feat. Kanye West
2021-01-09,Refugee,Lil Durk
2021-01-09,Monsters,All Time Low Feat. Demi Lovato & blackbear 
2021-01-09,Vamp Anthem,Playboi Carti
2021-01-09,Down To One,Luke Bryan
2021-01-09,New N3on,Playboi Carti
2021-01-09,Death Ain't Easy,Lil Durk
2021-01-09,Just The Way,Parmalee x Blanco Brown
2021-01-09,M3tamorphosis,Playboi Carti Feat. Kid Cudi
2021-01-09,The Good Ones,Gabby Barrett
2021-01-16,Anyone,Justin Bieber
2021-01-16,Long Live,Florida Georgia Line
2021-01-16,Girl Like Me,Black Eyed Peas X Shakira
2021-01-16,Momma's House,Dustin Lynch
2021-01-16,Back In Blood,Pooh Shiesty Feat. Lil Durk
2021-01-16,Hell Of A View,Eric Church
2021-01-16,Almost Maybes,Jordan Davis
2021-01-16,Lady,Brett Young
2021-01-16,Heat Waves,Glass Animals
2021-01-23,Drivers License,Olivia Rodrigo
2021-01-23,Wasted On You,Morgan Wallen
2021-01-23,Sand In My Boots,Morgan Wallen
2021-01-23,Best Friend,Saweetie Feat. Doja Cat
2021-01-23,Warning,Morgan Wallen
2021-01-23,865,Morgan Wallen
2021-01-23,Dangerous,Morgan Wallen
2021-01-23,Neon Eyes,Morgan Wallen
2021-01-23,More Surprised Than Me,Morgan Wallen
2021-01-23,Whiskey'd My Way,Morgan Wallen
2021-01-23,Your Bartender,Morgan Wallen
2021-01-23,Outlaw,Morgan Wallen Feat. Ben Burgess
2021-01-23,Only Thing That's Gone,Morgan Wallen Feat. Chris Stapleton
2021-01-23,Streets,Doja Cat
2021-01-23,This Bar,Morgan Wallen
2021-01-23,Wonderin' Bout The Wind,Morgan Wallen
2021-01-23,Pick Up Your Feelings,Jazmine Sullivan
2021-01-23,Girl Like Me,Jazmine Sullivan Feat. H.E.R.
2021-01-23,Buss It,Erica Banks
2021-01-30,Bad Boy,Juice WRLD & Young Thug
2021-01-30,Masterpiece,DaBaby
2021-01-30,Undivided,Tim McGraw & Tyler Hubbard
2021-01-30,Beat Box,SpotemGottem Feat. Pooh Shiesty Or DaBaby
2021-01-30,Goosebumps,Travis Scott & HVME
2021-01-30,De Una Vez,Selena Gomez
2021-01-30,Better Days,Ant Clemons Feat. Justin Timberlake
2021-01-30,Somebody Like That,Tenille Arts
2021-02-06,Skin,Sabrina Carpenter
2021-02-06,Lo Vas A Olvidar,Billie Eilish & ROSALIA
2021-02-06,Opp Stoppa,YBN Nahmir Feat. 21 Savage
2021-02-06,Antes,Anuel AA & Ozuna
2021-02-13,Finesse Out The Gang Way,Lil Durk Feat. Lil Baby
2021-02-13,Should've Ducked,Lil Durk Feat. Pooh Shiesty
2021-02-13,Gravity,"Brent Faiyaz & DJ Dahi Feat. Tyler, The Creator"
2021-02-13,Baila Conmigo,Selena Gomez With Rauw Alejandro
2021-02-13,Kanye Krazy,Lil Durk
2021-02-13,Fake Woke,Tom MacDonald
2021-02-20,Up,Cardi B
2021-02-20,Time Today,Moneybagg Yo
2021-02-20,Neighbors,Pooh Shiesty Feat. BIG30
2021-02-20,GNF (OKOKOK),Polo G
2021-02-20,Glad You Exist,Dan + Shay
2021-02-20,Provide,G-Eazy Feat. Chris Brown & Mark Morrison
2021-02-20,Box Of Churches,Pooh Shiesty Feat. 21 Savage
2021-02-20,My Head And My Heart,Ava Max
2021-02-20,No More Parties,Coi Leray Feat. Lil Durk
2021-02-20,Bandido,Myke Towers & Juhn
2021-02-20,Lifestyle,Jason Derulo Feat. Adam Levine
2021-02-20,Quicksand,Morray
2021-02-27,Calling My Phone,Lil Tjay Feat. 6LACK
2021-02-27,Love Story (Taylor's Version),Taylor Swift
2021-02-27,We're Good,Dua Lipa
2021-02-27,What It Feels Like,Nipsey Hussle & JAY-Z
2021-02-27,Astronaut In The Ocean,Masked Wolf
2021-02-27,Heartbreak Anniversary,Giveon
2021-02-27,Like I Want You,Giveon
2021-02-27,How They Remember You,Rascal Flatts
2021-03-06,Clouds,NF
2021-03-06,Telepatia,Kali Uchis
2021-03-06,Test Drive,Ariana Grande
2021-03-06,Hit Bout It,Lil Yachty Feat. Kodak Black
2021-03-06,Chicken Tendies,Clinton Kane
2021-03-06,ZaZa,6ix9ine
2021-03-06,Made For You,Jake Owen
2021-03-06,The Business,Tiesto
2021-03-06,Hello,Pop Smoke Feat. A Boogie Wit da Hoodie
2021-03-06,Track Star,Mooski
2021-03-13,AP,Pop Smoke
2021-03-13,Only Wanna Be With You,Post Malone
2021-03-13,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert
2021-03-13,Breaking Up Was Easy In The 90's,Sam Hunt
2021-03-13,Nobody,Dylan Scott
2021-03-13,Gone,Dierks Bentley
2021-03-20,What's Next,Drake
2021-03-20,Wants And Needs,Drake Feat. Lil Baby
2021-03-20,Lemon Pepper Freestyle,Drake Feat. Rick Ross
2021-03-20,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-03-20,Hold On,Justin Bieber
2021-03-20,Real As It Gets,Lil Baby Feat. EST Gee
2021-03-20,Beautiful Mistakes,Maroon 5 Feat. Megan Thee Stallion
2021-03-20,Hellcats & Trackhawks,Lil Durk
2021-03-20,Life's A Mess II,"Juice WRLD, Clever & Post Malone"
2021-03-20,Lil Bit,Nelly & Florida Georgia Line
2021-03-27,Street Runner,Rod Wave
2021-03-27,On The Ground,ROSE
2021-03-27,Lost,NF Feat. Hopsin
2021-03-27,Follow You,Imagine Dragons
2021-03-27,Daywalker!,Machine Gun Kelly & CORPSE
2021-03-27,Settling Down,Miranda Lambert
2021-04-03,Peaches,Justin Bieber Feat. Daniel Caesar & Giveon
2021-04-03,Headshot,"Lil Tjay, Polo G & Fivio Foreign"
2021-04-03,As I Am,Justin Bieber Feat. Khalid
2021-04-03,Unstable,Justin Bieber Feat. The Kid LAROI
2021-04-03,Off My Face,Justin Bieber
2021-04-03,Ghost,Justin Bieber
2021-04-03,2 Much,Justin Bieber
2021-04-03,Deserve You,Justin Bieber
2021-04-03,Die For You,Justin Bieber Feat. Dominic Fike
2021-04-03,Tombstone,Rod Wave
2021-04-03,Love You Different,Justin Bieber Feat. BEAM
2021-04-03,Loved By You,Justin Bieber Feat. Burna Boy
2021-04-03,Somebody,Justin Bieber
2021-04-03,Famous Friends,Chris Young + Kane Brown
2021-04-10,Montero (Call Me By Your Name),Lil Nas X
2021-04-10,Richer,Rod Wave Feat. Polo G
2021-04-10,Hard For The Next,Moneybagg Yo & Future
2021-04-10,You All Over Me (Taylor's Version) (From The Vault),Taylor Swift Feat. Maren Morris
2021-04-10,SoulFly,Rod Wave
2021-04-10,Gone Till November,Rod Wave
2021-04-10,Don't Forget,Rod Wave
2021-04-10,Blame On You,Rod Wave
2021-04-10,Big Purr (Prrdd),Coi Leray & Pooh Shiesty
2021-04-10,All I Got,Rod Wave
2021-04-10,Pills & Billz,Rod Wave
2021-04-10,How The Game Go,Rod Wave
2021-04-10,OMDB,Rod Wave
2021-04-10,What's Love??,Rod Wave
2021-04-10,Shock Da World,Rod Wave
2021-04-10,Sneaky Links,Rod Wave
2021-04-17,Deja Vu,Olivia Rodrigo
2021-04-17,Run It Up,Lil Tjay Feat. Offset & Moneybagg Yo
2021-04-17,Dancing With The Devil,Demi Lovato
2021-04-17,Met Him Last Night,Demi Lovato Feat. Ariana Grande
2021-04-17,4 Da Gang,42 Dugg & Roddy Ricch
2021-04-17,Film Out,BTS
2021-04-17,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift
2021-04-17,Arcade,Duncan Laurence
2021-04-24,Rapstar,Polo G
2021-04-24,Kiss Me More,Doja Cat Feat. SZA
2021-04-24,Ruff Ryders' Anthem,DMX
2021-04-24,Party Up (Up In Here),DMX
2021-04-24,X Gon' Give It To Ya,DMX
2021-04-24,Forever & Always (Taylor's Version),Taylor Swift
2021-04-24,Fearless (Taylor's Version),Taylor Swift
2021-04-24,You Belong With Me (Taylor's Version),Taylor Swift
2021-04-24,Big Gangsta,Kevin Gates
2021-04-24,Shy Away,twenty one pilots
2021-04-24,Fifteen (Taylor's Version),Taylor Swift
2021-04-24,The Way I Loved You (Taylor's Version),Taylor Swift
2021-05-01,Solid,Young Thug & Gunna Feat. Drake
2021-05-01,Ski,Young Thug & Gunna
2021-05-01,Diamonds Dancing,Young Thug & Gunna Feat. Travis Scott
2021-05-01,Proud Of You,Young Thug Feat. Lil Uzi Vert & Yung Kayo
2021-05-01,Came And Saw,Young Thug Feat. Rowdy Rebel
2021-05-01,Paid The Fine,Young Thug & Gunna Feat. Lil Baby & YTB Trench
2021-05-01,Chasing After You,Ryan Hurd With Maren Morris
2021-05-01,Go!,Moneybagg Yo Feat. BIG30
2021-05-01,Slatty,Young Thug & Gunna Feat. Yak Gotti & Lil Duke
2021-05-08,Shottas (Lala),Moneybagg Yo
2021-05-08,If Pain Was A Person,Moneybagg Yo
2021-05-08,Wockesha,Moneybagg Yo
2021-05-08,Botella Tras Botella,Gera MX + Christian Nodal
2021-05-08,Come Through,H.E.R. Feat. Chris Brown
2021-05-08,Free Promo,Moneybagg Yo Feat. Polo G & Lil Durk
2021-05-08,Just Say Det,Moneybagg Yo
2021-05-08,Blame It On You,Jason Aldean
2021-05-08,Way Less Sad,AJR
2021-05-08,Clear Da Air,Moneybagg Yo
2021-05-15,Your Power,Billie Eilish
2021-05-15,Every Chance I Get,DJ Khaled Feat. Lil Baby & Lil Durk
2021-05-15,Sorry Not Sorry,"DJ Khaled Feat. Nas, JAY-Z & James Fauntleroy"
2021-05-15,I Did It,"DJ Khaled Feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby"
2021-05-15,Let It Go,DJ Khaled Feat. Justin Bieber & 21 Savage
2021-05-15,Ramen & OJ,Joyner Lucas & Lil Baby
2021-05-15,Country Again,Thomas Rhett
2021-05-15,Body In Motion,"DJ Khaled Feat. Bryson Tiller, Lil Baby & Roddy Ricch"
2021-05-15,Big Paper,DJ Khaled Feat. Cardi B
2021-05-15,Durag Activity,Baby Keem & Travis Scott
2021-05-15,Final Warning,NLE Choppa
2021-05-15,Single Saturday Night,Cole Swindell
2021-05-15,Tampa,Cico P
2021-05-15,Thankful,DJ Khaled Feat. Lil Wayne & Jeremih
2021-05-22,interlude,J. Cole
2021-05-22,Miss The Rage,Trippie Redd & Playboi Carti
2021-05-22,Higher Power,Coldplay
2021-05-22,Never Left,Lil Tecca
2021-05-22,All I Know So Far,P!nk
2021-05-22,What You Need,Don Toliver
2021-05-22,Minimum Wage,Blake Shelton
2021-05-29,Good 4 U,Olivia Rodrigo
2021-05-29,my.life,"J. Cole, 21 Savage & Morray"
2021-05-29,amari,J. Cole
2021-05-29,pride.is.the.devil,J. Cole & Lil Baby
2021-05-29,95.south,J. Cole
2021-05-29,Seeing Green,"Nicki Minaj, Drake & Lil Wayne"
2021-05-29,applying.pressure,J. Cole
2021-05-29,100.mil',J. Cole & Bas
2021-05-29,let.go.my.hand,"J. Cole, Bas & 6LACK"
2021-05-29,punchin'.the.clock,J. Cole
2021-05-29,hunger.on.hillside,J. Cole & Bas
2021-05-29,close,J. Cole
2021-05-29,Straightenin,Migos
2021-05-29,Fractions,Nicki Minaj
2021-05-29,Build A Bitch,Bella Poarch
2021-05-29,His & Hers,"Internet Money, Don Toliver & Lil Uzi Vert Feat. Gunna"
2021-05-29,White Teeth,YoungBoy Never Broke Again
2021-05-29,Itty Bitty Piggy,Nicki Minaj
2021-05-29,Things A Man Oughta Know,Lainey Wilson
2021-05-29,Crocodile Teeth,Nicki Minaj & Skillibeng
2021-06-05,Butter,BTS
2021-06-05,Traitor,Olivia Rodrigo
2021-06-05,Brutal,Olivia Rodrigo
2021-06-05,Enough For You,Olivia Rodrigo
2021-06-05,Happier,Olivia Rodrigo
2021-06-05,Favorite Crime,Olivia Rodrigo
2021-06-05,"1 Step Forward, 3 Steps Back",Olivia Rodrigo
2021-06-05,"Jealousy, Jealousy",Olivia Rodrigo
2021-06-05,Hope Ur OK,Olivia Rodrigo
2021-06-05,Gang Gang,Polo G & Lil Wayne
2021-06-05,Twerkulator,City Girls
2021-06-05,Sun Goes Down,Lil Nas X
2021-06-05,Maybach,42 Dugg Feat. Future
2021-06-05,Leave Before You Love Me,Marshmello X Jonas Brothers
2021-06-05,24 Hours,A Boogie Wit da Hoodie Feat. Lil Durk
2021-06-12,Killer,Eminem Feat. Jack Harlow & Cordae
2021-06-12,Tell Em,Cochise & $NOT
2021-06-12,Todo de Ti,Rauw Alejandro
2021-06-12,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Feat. Florida Georgia Line
2021-06-12,Voice Of The Heroes,Lil Baby & Lil Durk
2021-06-12,Outside,MO3 X OG Bobby Billions
2021-06-19,Yonaguni,Bad Bunny
2021-06-19,Hats Off,"Lil Baby, Lil Durk & Travis Scott"
2021-06-19,Late At Night,Roddy Ricch
2021-06-19,Lost Cause,Billie Eilish
2021-06-19,2040,Lil Baby & Lil Durk
2021-06-19,How It Feels,Lil Baby & Lil Durk
2021-06-19,Still Runnin,"Lil Baby, Lil Durk & Meek Mill"
2021-06-19,Who I Want,Lil Baby & Lil Durk
2021-06-19,Still Hood,Lil Baby & Lil Durk
2021-06-19,Okay,Lil Baby & Lil Durk
2021-06-19,Man Of My Word,Lil Baby & Lil Durk
2021-06-19,Medical,Lil Baby & Lil Durk
2021-06-19,Rich Off Pain,"Lil Baby, Lil Durk & Rod Wave"
2021-06-19,Lying,Lil Baby & Lil Durk
2021-06-19,Snowflakes,Tom MacDonald
2021-06-19,That's Facts,Lil Baby & Lil Durk
2021-06-19,Please,Lil Baby & Lil Durk
2021-06-19,Up The Side,"Lil Baby, Lil Durk & Young Thug"
2021-06-19,If You Want To,Lil Baby & Lil Durk
2021-06-26,Having Our Way,Migos Feat. Drake
2021-06-26,Thot Shit,Megan Thee Stallion
2021-06-26,No Return,Polo G Feat. The Kid LAROI & Lil Durk
2021-06-26,Avalanche,Migos
2021-06-26,Need To Know,Doja Cat
2021-06-26,Black Hearted,Polo G
2021-06-26,Painting Pictures,Polo G
2021-06-26,Modern Day,Migos
2021-06-26,Toxic,Polo G
2021-06-26,Solar Power,Lorde
2021-06-26,Malibu,Migos Feat. Polo G
2021-06-26,Type Shit,Migos & Cardi B
2021-06-26,Clueless,Polo G Feat. Pop Smoke & Fivio Foreign
2021-06-26,Heart Of A Giant,Polo G Feat. Rod Wave
2021-06-26,Party Lyfe,Polo G Feat. DaBaby
2021-06-26,Go Part 1,Polo G Feat. G Herbo
2021-06-26,transparentsoul,Willow Feat. Travis Barker
2021-06-26,Boom,Polo G
2021-06-26,Fiel,"Los Legendarios, Wisin & Jhay Cortez"
2021-06-26,Bloody Canvas,Polo G
2021-06-26,You,Regard x Troye Sivan x Tate McRae
2021-07-03,Ball If I Want To,DaBaby
2021-07-03,Fancy Like,Walker Hayes
2021-07-03,We Didn't Have Much,Justin Moore
2021-07-03,Waves,Luke Bryan
2021-07-03,Lumberjack,"Tyler, The Creator"
2021-07-03,Working,Tate McRae X Khalid
2021-07-03,My Boy,Elvie Shane
2021-07-10,Bad Habits,Ed Sheeran
2021-07-10,You Right,Doja Cat & The Weeknd
2021-07-10,WUSYANAME,"Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign"
2021-07-10,Ain't Shit,Doja Cat
2021-07-10,Juggernaut,"Tyler, The Creator Feat. Lil Uzi Vert & Pharrell Williams"
2021-07-10,AM,Nio Garcia X J Balvin X Bad Bunny
2021-07-10,Lemonhead,"Tyler, The Creator Feat. 42 Dugg"
2021-07-10,Hot Wind Blows,"Tyler, The Creator Feat. Lil Wayne"
2021-07-10,Red Light Green Light,DaBaby
2021-07-10,Corso,"Tyler, The Creator"
2021-07-10,I Don't Do Drugs,Doja Cat Feat. Ariana Grande
2021-07-10,Sir Baudelaire,"Tyler, The Creator Feat. DJ Drama"
2021-07-10,Sweet / I Thought You Wanted To Dance,"Tyler, The Creator Feat. Brent Faiyaz & Fana Hues"
2021-07-10,Massa,"Tyler, The Creator"
2021-07-10,RunItUp,"Tyler, The Creator Feat. Teezo Touchdown"
2021-07-10,Beggin',Maneskin
2021-07-10,Manifesto,"Tyler, The Creator Feat. Domo Genesis"
2021-07-10,Woman,Doja Cat
2021-07-10,Get Into It (Yuh),Doja Cat
2021-07-10,Wilshire,"Tyler, The Creator"
2021-07-10,Rise!,"Tyler, The Creator Feat. Daisy World"
2021-07-17,Am I The Only One,Aaron Lewis
2021-07-17,Wasting Time,Brent Faiyaz Feat. Drake
2021-07-17,Renegade,Big Red Machine Feat. Taylor Swift
2021-07-17,Cry No More,G Herbo Feat. Polo G & Lil Tjay
2021-07-17,Essence,Wizkid Feat. Justin Bieber & Tems
2021-07-17,A-O-K,Tai Verdes
2021-07-17,You Should Probably Leave,Chris Stapleton
2021-07-17,I Was On A Boat That Day,Old Dominion
2021-07-17,Cold Beer Calling My Name,Jameson Rodgers Feat. Luke Combs
2021-07-24,Permission To Dance,BTS
2021-07-24,Stay,The Kid LAROI & Justin Bieber
2021-07-24,Motley Crew,Post Malone
2021-07-24,Whole Lotta Money,BIA Feat. Nicki Minaj
2021-07-24,NDA,Billie Eilish
2021-07-24,Memory,Kane Brown X blackbear
2021-07-24,The Jackie,Bas With J. Cole & Lil TJay
2021-07-24,Volando,"Mora, Bad Bunny & Sech"
2021-07-24,De Museo,Bad Bunny
2021-07-24,Next Girl,Carly Pearce
2021-07-31,Wild Side,Normani Feat. Cardi B
2021-07-31,Tell The Vision,Pop Smoke Feat. Kanye West & Pusha T
2021-07-31,Holy Smokes,Trippie Redd Feat. Lil Uzi Vert
2021-07-31,Bout A Million,Pop Smoke Feat. 21 Savage & 42 Dugg
2021-07-31,Woo Baby,Pop Smoke Feat. Chris Brown
2021-07-31,Mr. Jones,Pop Smoke Feat. Future
2021-07-31,More Time,Pop Smoke
2021-07-31,Manslaughter,Pop Smoke Feat. Rick Ross & The-Dream
2021-07-31,Demeanor,Pop Smoke Feat. Dua Lipa
2021-07-31,2055,Sleepy Hallow
2021-07-31,Love Again,Dua Lipa
2021-07-31,30,Pop Smoke Feat. Bizzy Banks
2021-08-07,Industry Baby,Lil Nas X & Jack Harlow
2021-08-07,If I Didn't Love You,Jason Aldean & Carrie Underwood
2021-08-07,Not Sober,The Kid LAROI Feat. Polo G & Stunna Gambino
2021-08-07,Don't Go Yet,Camila Cabello
2021-08-07,Over The Top,Smiley Feat. Drake
2021-08-07,Pepas,Farruko
2021-08-07,Better Believe,"Belly, The Weeknd & Young Thug"
2021-08-07,Lick Back,EST Gee
2021-08-07,Memory I Don't Mess With,Lee Brice
2021-08-07,5500 Degrees,"EST Gee Feat. Lil Baby, 42 Dugg & Rylo Rodriguez"
2021-08-07,Still Chose You,The Kid LAROI Feat. Mustard
2021-08-14,Happier Than Ever,Billie Eilish
2021-08-14,Skate,Silk Sonic (Bruno Mars & Anderson .Paak)
2021-08-14,Volvi,Aventura x Bad Bunny
2021-08-14,Getting Older,Billie Eilish
2021-08-14,Billie Bossa Nova,Billie Eilish
2021-08-14,Oxytocin,Billie Eilish
2021-08-14,I Didn't Change My Number,Billie Eilish
2021-08-14,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
2021-08-14,Halley's Comet,Billie Eilish
2021-08-14,Gyalis,Capella Grey
2021-08-14,You Time,Scotty McCreery
2021-08-14,From The Garden,Isaiah Rashad Feat. Lil Uzi Vert
2021-08-21,Take My Breath,The Weeknd
2021-08-21,SUVs (Black On Black),Jack Harlow & Pooh Shiesty
2021-08-21,EPMD 2,Nas Feat. Eminem & EPMD
2021-08-21,Repeat It,Lil Tecca & Gunna
2021-08-21,Buy Dirt,Jordan Davis Feat. Luke Bryan
2021-08-21,Lose,KSI x Lil Wayne
2021-08-21,I Hope Ur Miserable Until Ur Dead,Nessa Barrett
2021-08-21,Knowing You,Kenny Chesney
2021-08-21,Rare,Nas
2021-08-28,Rumors,Lizzo Feat. Cardi B
2021-08-28,Paralyzed,Sueco
2021-08-28,Mind Of Melvin,YNW Melly Feat. Lil Uzi Vert
2021-08-28,Papercuts,Machine Gun Kelly
2021-08-28,Cold Heart (PNAU Remix),Elton John & Dua Lipa
2021-08-28,Brainwashed,Tom MacDonald
2021-08-28,Thinking 'Bout You,Dustin Lynch Feat. Lauren Alaina Or MacKenzie Porter
2021-08-28,I Like Dat,T-Pain & Kehlani
2021-08-28,Steal My Love,Dan + Shay
2021-09-04,Summer Of Love,Shawn Mendes & Tainy
2021-09-04,Matt Hardy 999,Trippie Redd Feat. Juice WRLD
2021-09-04,Rich MF,Trippie Redd Feat. Lil Durk & Polo G
2021-09-04,Already Won,Rod Wave Feat. Lil Durk
2021-09-04,Betrayal,Trippie Redd Feat. Drake
2021-09-04,Don't Go,"Skrillex, Justin Bieber & Don Toliver"
2021-09-04,One Mississippi,Kane Brown
2021-09-04,Visiting Hours,Ed Sheeran
2021-09-04,MP5,Trippie Redd Feat. SoFaygo
2021-09-04,I Guess I'm In Love,Clinton Kane
2021-09-04,Get Ready,Rod Wave Feat. Kodak Black
2021-09-04,Danny Phantom,Trippie Redd Feat. XXXTENTACION
2021-09-04,What's Wrong,Rod Wave
2021-09-04,Demon Time,Trippie Redd Feat. Ski Mask The Slump God
