kpop_kr_Lyrics,kpop_en_Lyrics
오늘 뉴스 사진 오늘밤 외침 눈물샘 자극 사진 뭔가 그릴 몇몇 친구 낙오 잡지 바텐더 한잔 맘속 때로는 오늘 함정 힘껏 달리 흐름 오늘 오늘 뉴스 사진 오늘밤,today news picture nothing forget tonight work morning scream tear gland picture trust draw dream tone pretended friend fall hand hold fill bartender burn heart lose injured okay world spinninglike windfall keep colderthan wind chill dead upon split place place flower bloom heading towards place tonight tell anna place mine mine got place place mine tell anna place mine mine got place place mine swamps forest fall trap hard know melody rustle party come place place flower bloom place tonight tell anna mine got place place mine tell anna mine got place place mine today news picture nothing forget tonight work morning speak language speak language speak language speak language speak language speak language speak language
입술 처음 예감 노래 가사 벌써 마음 방법 오늘밤 나요나 마음 가슴 눈물 안녕 우린 안녕 주저 지세 눈물 눈물 가면 이지나 영영 우린 이별 사랑 사랑 날날 오늘밤 나요나 마음 가슴 눈물 안녕 우린 안녕 이별 그냥 사연 추억 가슴 안녕 우린 안녕 안녕,know break prediction lyric heart body know catch someone tell tonight heart ache heart ache open mouth cold word fall world collapse tear moment moment death please tonight leave heart ache heart ache open mouth breakup story memory heart open mouth
꿈속 아침 텐데잠 자고 텐데 꿈결 약속 꿈속 아침 자고 텐데 꿈결 약속 처음 그대로 옛날 정해진 오래오래 자고 텐데 꿈결 약속 자고 텐데 꿈결 약속,dream morning fail tired open reason forget dream open dream morning fail tired open reason forget dream open wrong forget everything long time happy long time reason forget dream open reason forget dream open
사랑 백구 행복 그대 사랑 소녀 잠도 노래 그대 사랑 소녀 전화기 미소 소녀 사랑 백구 행복 그대 별빛 그대 사랑 사랑 마음 사랑 피어 심장 자꾸만 볼때 진동 자꾸만 초코 바닐라 향기 나니가 바보 사랑 백구 행복 그대 별빛 그대 사랑 사랑 마음 사랑 피어 천국 사랑 사랑 사랑 마음 사랑 피어 그대 사랑 백구 행복,sarangsi confession district happiness long place live meeting sunshine girl sleep night balaga song girl phone night girl sarangsi confession happiness live beautiful starlight kind person love person heart flower love blooming balaga balaga balaga balaga balaga balaga balaga balaga balaga heart beating feel vibration smell chocolate vanilla time much heart fool sarangsi confession district happiness long place live meeting beautiful starlight kind person love person heart flower love blooming show sunshine love love person heart flower love place live meeting sarangsi confession district happiness long balaga balaga balaga balaga balaga balaga balaga balaga balaga
눈치 보고 관심 도시 남자 외면 말투 영화 드라마 남자 연애 솔로 연애 남자친구 만난 남자 사랑 연애 남자 관심 눈빛 태도 외면 남자 연애 솔로 연애 남자친구 만난 남자 사랑 연애 연애 솔로 연애 남자친구 만난 남자 사랑 키스 매일 용기 남자 홀로 포로 얘기 키스 매일 용기 남자 연애,little little reading room care cold city turn blind strange voice movie drama contrary heart treat listen honest date long time date full interest kind attitude crazy blind turn contrary heart treat listen honest date long time date date long time sweet word everyday courageous want side time higher long time prisoner woman sweet word everyday courageous want side date
살짝 남자 다리 허리 착각 자유 창피해 오늘 아무 걱정 남자 운동화 진짜 가슴 독서실 남친 예측 과감 몸짓 살짝 눈웃음 상상 하든 남자 운동화 진짜 가슴 오늘 거려 벌써 실력 눈치 보지 머릿속 걱정 남자 운동화 진짜 가슴,girl night girl night donna burnthis house girl night donna burnthis house girl night donna burnthis house girl night donna burnthis house black dress stick slight reflection shirt heel mess hair moist gloss ready take hand waist freedom delusion dance dance dance dance whereas dance dance worry anything today night tonight obvious home speaker girl night sound heart burstbounce girl night girl night girl night donna burnthis house ready girl night surprised mesmerizedmy library boyfriend sorry bold gesture everyone cap cap cap cap cap imagine slight smile dance dance dance matter anyone care dance dance whole body girl night tonight obvious home speaker girl night sound heart burstbounce girl night girl night girl night donna burnthis house dress kill hair ready long time today long body floor foot read minded empty mind worry ease everything girl girl night tonight obvious home speaker girl night sound heart burstbounce girl night girl night girl night donna burnthis house burnthis house tonight
감히 감히 사랑 상의 비난 모습 도모 사랑 얘기 사랑 용서 은제 허락 주소 얘기 사랑 용서 은제 허락 주소 얘기 사랑 용서 은제 허락 주소,dare forget mean dead world criticism crazy everyone know afraid love hear bleeding poor please forgive punish please jesuit mean jesuit mean jesuit mean jesuit hear bleeding poor please forgive punish please hear bleeding poor please forgive punish please
차차 별별 마음 마음 하루 뿐뭐 약속 그대 자리 마음 그대 수가 세상 그대 마주 감고 별별 마음 마음 자꾸 걱정 마음 그대 수가 세상 그대 마주 감고 대체 그대 수가 장난 대의 잡고 이기,sort heart nothing word promised endure everything word place heart hear time world look close sort heart case hard time worried stop wait hurry sure please right sure heart hear time world look close heart even time stop hand
웃기 사랑 장난 자꾸만 소린 그땐 그땐 그땐 웃음 여기저기 후회 세상 남자 절대 그땐 그땐 그땐 웃음 여기저기 솔로,ready sister anna rock anna rock anna rock rock heyrock rock sister rock heyrock rock party time rock heyrock rock sister rock heyrock rock party time kind love joke handsome heart nonsense wish unhappy wish party time party time laugh look feel cool cool cool wash look cool cool cool girl feel cool cool cool cool cool cool girl yeah feel cool coolyeah feel yeah feel cool coolyeah feel cool coolyeah feel yeah feel cool cool okay cool regret half world male pathetic need hang thing career cool cool cool wish unhappy wish party time party time laugh look feel cool cool cool wash look cool cool cool girl feel cool cool cool cool cool cool girl yeah feel cool coolyeah feel yeah feel cool coolyeah feel cool coolyeah feel yeah feel cool cool okay sister high cool cooling quatre sister high cool anna fool flash solo shabby cooper rock heyrock rock sister rock heyrock rock party time rock heyrock rock sister rock heyrock rock
비교 사랑 비교 그대 인사 비밀 그대 그대 달라 눈빛 감동 고백 그대 걸음 비밀 비교 슬픔 비교 눈물 그대 상상 그대 그대 그대 달라 눈빛 감동 고백 그대 걸음 비밀 대여 그대 달라 그대 내겐 달라,incomparably love comparable excitement matter ordinary greeting believe secret person different gaze forward touch heart someday confess point fast time fall love impatient step secret incomparably sadness tear imagination word hard catch person strength different forward touch heart someday confess fast time fall love impatient step secret different different
호이호 울트라 팩트 무스 바램 마법 호이호 울트라 팩트 빔스 고백 사랑 호이호 호이호 호이호 스모키 스키 자체발광 머릿결 몸매 여신 포스 호이호 주문 수리 수리 수리 레드 호이호 울트라 팩트 무스 주문 호이호 울트라 팩트 빔스 호이호 호이호 호이호 생신 마술 내게로 부리 입가 웃음 상상 호이호 세상 스포트라이트 레드 호이호 울트라 팩트 무스 주문 호이호 울트라 팩트 빔스 호이호 호이호 호이호 호이호 깊이 프라 프라 샤프 샤프 마법 키스 호이호 울트라 팩트 무스 바램 마법 호이호 울트라 팩트 빔스 고백 사랑 호이호 호이호 호이호 호이호 호이호 호이호,ultra factors magic wish ultra factors confess love hoihoi hoihoi nananana hoihoi nananana smoke hair nice body goddess wish wish true spell repair soon soon soon soon soon night fall ultra factors spell closer ultra factors fall hoihoi hoihoi nananana hoihoi dream birthday true world spotlight shine night fall ultra factors spell closer ultra factors fall hoihoi hoihoi nananana hoihoi nananana fall deep kiss kiss time sharp sharp come hoycome kiss magic hoycome ultra factors magic wish ultra factors confess love hoihoi hoihoi nananana hoihoi nananana hoihoi hoihoi nananana hoihoi nananana
기억 거리 사랑 대내 가슴 웃음 대심 그대 그대 멀리 웃음 겨울 그대 겨울 사랑 추억 그대로 그대 그대 거리 서성 심장 그대 겨울 거리 겨울 그대 겨울 사랑 추억 그대로 그대 거리 고온 내겐 의미 겨울 그대 겨울 사랑 추억 그대로 그대,held hand street love used lean heart smile heart explode winter much winter much time memory walked pace street heart explode winter hear street guess hear winter much winter much time memory bright light street whole world white nothing mean anything winter much winter much time memory
부신 주신 선물 무참 아주 안이 사랑 사랑 아주 안이 사랑 사랑 강산 서로 사랑 사랑,baby everything valuable gift bite long time long time love know love tell everything tell parkthey curious star star star touch baby starbaby girl shine girl long time long time love know love tell everything tell parkthey curious star star star touch baby star meeting river mountain many time change everything tell parkthey curious star star star touch baby star
